"","genes","TS","SD"
"979","NCF1",0.216622014584874,0.947014322851813
"980","INHBA",0.21163369118055,1.3594516736021
"981","TNFSF11",0.204668901269533,1.10459237685379
"982","KLF9",0.20058602592615,1.20123839484638
"983","BIRC5",0.19914753494035,1.28072826947476
"984","BRCA2",0.19898866161883,0.850090439934485
"985","GHR",0.189347878905501,1.42300801629083
"986","SPHK1",0.182700865658993,1.64480175133905
"987","EBF3",0.178577265982587,0.980155983075407
"988","CD320",0.170818992482864,1.0620735293377
"989","DNAJB9",0.1581540054382,1.06352613891796
"990","PRKCE",0.14653768677933,1.06778396478096
"991","GATA4",0.143124100305059,1.5021281149004
"992","KLF16",0.128692518023715,0.912736138284498
"993","TGM1",0.126563585670497,1.76319824670809
"994","RBP4",0.123487323352245,1.15627482962027
"995","ST18",0.122347474052815,1.28672931273568
"996","PCP4",0.11882934620109,0.963394787352979
"997","STAR",0.118040403250218,1.35196988865893
"998","POU2F2",0.101900779692133,1.3910536524222
"999","NR4A1",0.098309313319509,1.2496849795181
"1000","MCM2",0.0924796720593144,1.10249766774797
"1001","EP300",0.0912167009673573,1.20071566776739
"1002","ERP44",0.0911998669396781,1.06972348461894
"1003","SLCO4A1",0.0909836108451427,1.05659524948537
"1004","ETS1",0.0758148776787913,1.50851723432332
"1005","SREBF1",0.0735797044960808,1.09402718439559
"1006","SLC7A11",0.0671575452035946,2.18998571121428
"1007","IL6",0.0643551352190639,1.47743383458201
"1008","PDK4",0.0616892641827496,1.1380167128978
"1009","GSTT1",0.0580827230097073,1.65531060250253
"1010","CDKN2A",0.0558719135217048,1.46824291557947
"1011","ERBB4",0.0490493975092096,1.48902783973997
"1012","BMI1",0.0481073052043169,1.10965622085825
"1013","TNFRSF1A",0.0424814639331149,1.07474191598815
"1014","NOX4",0.0369130052083982,1.00768590046537
"1015","IKBKE",0.0297280172075497,1.36984121529616
"1016","TLR4",0.0231983526629948,1.96889982924938
"1017","HTRA1",0.0137687378038021,1.33502908865431
"1018","MCM3",0.0137564790340479,0.891231890358529
"1019","COLEC10",0.0116707829701937,1.00319979129829
"1020","SLC7A6",0.00743083048593829,0.94958544584705
"1021","HMBS",-0.00724148926686054,1.14640309968985
"1022","CPT1A",-0.0141548077473768,1.25179253924421
"1023","RUNX3",-0.0199491787053065,1.25290367336186
"1024","COMP",-0.0199677147333326,1.57473545291932
"1025","EIF2AK3",-0.0203183996648784,0.887780126614065
"1026","ELAVL3",-0.0352335931452556,1.3437515186299
"1027","ESRRG",-0.0369281248326945,1.12925612494057
"1028","ABCB6",-0.0455041826222726,1.14615730871569
"1029","EEF1A2",-0.0468763824030011,1.1423131009005
"1030","RGN",-0.0632613534711171,1.44299562064703
"1031","IRF8",-0.0670582120523814,0.985640834822887
"1032","UTRN",-0.0706517184128571,1.18823772425654
"1033","ALDH9A1",-0.0731540957341347,1.22302725364865
"1034","TRIM16",-0.0818534486841283,1.66243589170948
"1035","XRCC5",-0.0823276161260442,0.66328550957477
"1036","IFI16",-0.0900565852621285,1.39949737389987
"1037","SLC19A2",-0.106301058815396,1.0418422818935
"1038","ALAS1",-0.106570792109135,1.15219694230532
"1039","HBEGF",-0.112595970913548,1.25151258768843
"1040","LPL",-0.122569883467353,0.879750120755093
"1041","TM4SF1",-0.127757772942208,1.5178799850364
"1042","IFITM1",-0.130103359589116,1.01818992240983
"1043","PTGS2",-0.132805924556815,1.28141155958724
"1044","OAS3",-0.132811971348232,1.0218998150075
"1045","GLA",-0.142788976838863,0.818859469698304
"1046","TPMT",-0.144172653268144,0.952320945846899
"1047","CAMK2B",-0.150864238456221,0.840545582069456
"1048","ADA",-0.172725807386271,1.3632675338779
"1049","RAD51",-0.176178503445828,1.07254369979248
"1050","ALDH3A1",-0.17751176164322,1.04229321647544
"1051","TNFRSF10A",-0.177904706937419,1.25157165828814
"1052","CYP26B1",-0.185522319979086,1.17297285239412
"1053","TCF7L2",-0.203272216931871,1.1281163963562
"1054","SKP2",-0.211495275512468,0.95107916219765
"1055","IGFBP2",-0.216635029932324,0.909224051957249
"1056","ABCA9",-0.229336290624795,1.03809003400061
"1057","HDAC2",-0.230334951653664,0.96025434362591
"1058","PRDM1",-0.23620228909122,1.4065851216143
"1059","PPP3CA",-0.254220135680765,1.23075163544189
"1060","PDHA1",-0.264417763248988,1.00901460546227
"1061","CYP51A1",-0.271565301206689,1.24376856201777
"1062","SMAD6",-0.289246956323921,1.48724000374249
"1063","ACAN",-0.300790859423304,1.82039494194969
"1064","ACTA2",-0.303647823177985,1.08804298992684
"1065","IFIT2",-0.308793171540948,0.923491393244562
"1066","SDC1",-0.308964278734822,1.20768755129262
"1067","CYP1B1",-0.312841805036685,1.85233857353203
"1068","PIM1",-0.313058523161148,1.11768720694614
"1069","TREM2",-0.342199706656796,1.29613068673846
"1070","FOXF1",-0.345351549591991,1.06066173958342
"1071","SET",-0.353613048419577,1.00627406437472
"1072","CD82",-0.359199684287654,1.53699642741021
"1073","HOPX",-0.372911290258835,2.0801026144928
"1074","VEGFC",-0.373341444728852,1.73777903336092
"1075","SLC23A2",-0.384971796085028,1.08419583046833
"1076","ISG20",-0.388158050301799,0.990597627814139
"1077","NR5A2",-0.412852092343587,1.12403683031649
"1078","TYMS",-0.433883187866576,1.1940975584604
"1079","NSG2",-0.436380279071838,0.908951837047925
"1080","ETS2",-0.467764198474941,1.3229848431206
"1081","DRD2",-0.473288628052464,1.44629516851627
"1082","TCF7L1",-0.475536920231815,1.12555797292806
"1083","NCOA1",-0.48791076229973,1.08718265581371
"1084","SLCO2A1",-0.489212263920166,1.07981101225614
"1085","FAS",-0.491377868534003,1.2607097152599
"1086","IER3",-0.53959933674941,1.46349214564019
"1087","PPM1D",-0.559982653182513,1.19407401722008
"1088","NEUROD1",-0.568398173994015,1.3110308008592
"1089","CCNA1",-0.570610597526998,1.24451583999475
"1090","BCL3",-0.577937433711561,1.23926960056745
"1091","GLUL",-0.595120839859332,1.11353896454303
"1092","POU5F1",-0.638946871156025,1.13148238854203
"1093","CYP24A1",-0.640782710406725,1.52422217693845
"1094","VEGFB",-0.643523390621021,1.10053265062474
"1095","PLA2G2A",-0.653169887050736,1.49249540528186
"1096","FMO5",-0.653993235028641,1.06443910474065
"1097","SPI1",-0.654959516838654,1.01475935579375
"1098","DDX58",-0.659453432853267,1.3137135053812
"1099","ADAM12",-0.662398549320645,1.23727356098078
"1100","NFIB",-0.68697815822763,1.01760593495207
"1101","MAFB",-0.695402020814967,1.1910553970055
"1102","KDM6B",-0.708052044530162,1.42268654241863
"1103","DLL1",-0.715877609329956,1.23218183055523
"1104","ACVR1",-0.716428080032341,1.14545760970409
"1105","FOSB",-0.763603161514014,2.51868587930867
"1106","PPARD",-0.767216427383548,0.915340445498171
"1107","HMGCS1",-0.769167321941333,1.21864245142544
"1108","PMAIP1",-0.783006340968215,1.24669275106009
"1109","LDLR",-0.808550076288541,1.47697015888809
"1110","ALDH7A1",-0.846710590934719,0.974366068820887
"1111","BMPR2",-0.872077439455566,0.992888380033065
"1112","BMP6",-0.874573411444332,1.14774180312413
"1113","DNMT1",-0.87953059575156,1.24709966706891
"1114","ABCA1",-0.902635704108261,1.60116267634227
"1115","SERPINA3",-0.922668801813485,1.29083955493149
"1116","WNT7B",-0.954372152654009,1.31197046874084
"1117","SOX6",-0.962040571801918,1.37794684788229
"1118","PROM1",-0.976746696535166,1.13258557535072
"1119","TEAD1",-0.982207570451541,0.985849890115722
"1120","UBE2N",-1.01359927203217,1.32285989464056
"1121","TEK",-1.04369406149527,1.53024381376982
"1122","PLXND1",-1.04659140118394,1.43049710647252
"1123","SLC7A9",-1.09015682501569,0.824188669160368
"1124","STAT1",-1.14888201718425,1.25392816353218
"1125","MAPK14",-1.1636801383145,1.22120712995018
"1126","ALDH5A1",-1.26933768325938,1.08596866664524
"1127","MT1X",-1.27446647666504,1.19260315623384
"1128","TFAM",-1.27451124723106,1.22751382994292
"1129","TGFA",-1.3248518533022,1.74813480070771
"1130","NES",-1.33696059602242,0.965887651762397
"1131","BCL6",-1.34834640504409,1.03439434930769
"1132","FOXA1",-1.35759937014802,1.74949466826393
"1133","CES2",-1.37842636306879,1.71821675793673
"1134","PIK3R1",-1.45576692866875,0.974050790000376
"1135","MST1",-1.46356049984685,1.70591814978454
"1136","FOXP1",-1.48029509796183,1.11142269507286
"1137","GSTM2",-1.56302376307932,1.07599517040838
"1138","MAPK1",-1.60864680671942,1.20148449839052
"1139","VIL1",-1.64331816852738,1.71049125804459
"1140","CREBBP",-1.64770628749269,1.35595929267724
"1141","CDH13",-1.67187571889497,1.5246813353127
"1142","CTSS",-1.68144458671457,1.22081609904384
"1143","ADORA2B",-1.71079190155871,1.43621150077876
"1144","PROX1",-1.76200123741343,1.10067056244142
"1145","RPTOR",-1.76824569908672,1.1263214646699
"1146","TNFRSF11A",-1.79266030699106,1.36708032269458
"1147","COL18A1",-1.81256044248594,0.761090268801704
"1148","LPIN1",-1.96550964961241,1.23481242473758
"1149","DUSP6",-2.00437766055544,1.50542162866188
"1150","SDHA",-2.08418171186283,0.960954179072887
"1151","DLL4",-2.09555813210035,0.840074732830583
"1152","AXIN2",-2.12333323694885,1.14484088447373
"1153","PTTG1",-2.16618602220205,0.897381726995041
"1154","TFF3",-2.19609912501523,1.09699543655252
"1155","ID2",-2.22766851553777,1.36284762199458
"1156","LIFR",-2.3590056647737,1.39602747388231
"1157","NQO2",-2.46684988491256,1.19169881189867
"1158","PTEN",-2.48838882173709,1.22933636167577
"1159","SLC38A2",-2.50521892121256,1.6246059753753
"1160","GDF15",-2.51291345908078,1.13372943612194
"1161","AURKB",-2.5545535316753,0.932188720375176
"1162","IFIT1",-2.60157220657357,1.13846148026006
"1163","CRADD",-2.64089810001607,1.44676952779825
"1164","PTGES",-2.66800703606529,1.44451386486018
"1165","ENO1",-2.85321079934602,0.801169740432338
"1166","CYP2W1",-2.86580687001218,1.43572149562107
"1167","DPP4",-2.87869437989397,0.935965001510707
"1168","ERCC6",-2.94758601108247,0.952059117262527
"1169","UGT8",-2.96947789899233,1.04918344664042
"1170","ADAM19",-2.97009103245502,2.07781703053256
"1171","IKBKB",-2.99961860351186,1.01740680742396
"1172","PMP22",-3.10605777890314,1.06492556160958
"1173","ABL1",-3.19383643934811,1.07898878142322
"1174","MSR1",-3.3011839302283,1.22210484679917
"1175","GPR119",-3.31620323453003,0.99506994582464
"1176","USP18",-3.43014352505384,1.21196603230143
"1177","FMO4",-3.46947024188854,1.41259848450888
"1178","CACNA1C",-3.49823210284527,1.72636263039997
"1179","SRC",-3.5154846597858,1.2063823206125
"1180","CAV1",-3.58591262167749,0.950200236521586
"1181","SLC16A1",-3.72392413279396,1.1177477436722
"1182","ANK1",-3.78684592481117,1.07719759814636
"1183","MMP2",-3.91152006625427,0.993293259467831
"1184","PAK1",-4.12352536613965,1.65391825808027
"1185","PLAT",-4.19655478982795,0.978177790972897
"1186","IL10RB",-4.38538114183691,0.959850800745695
"1187","PDGFRB",-4.75516245722286,0.955688494299393
"1188","RGS2",-4.83111741885912,0.952809825433933
"1189","NAB2",-4.83903212006234,1.18959494921074
"1190","MTHFR",-4.84346658027907,1.53241376649158
"1191","CYP11A1",-5.034448024797,1.21372291221186
"1192","LIF",-5.47126965468817,1.39898726885323
"1193","ANGPT2",-5.55407592448528,1.28532553903498
"1194","ZBTB18",-5.85821318539342,1.32468389289764
"1195","ESD",-6.30390789118527,1.14623874663931
"1196","CASP9",-7.66344050871383,1.43952868953405
"1197","GSTM3",-7.67796389561422,1.2032781621933
"1198","SLC22A4",-7.82220422990244,0.897599029067162
"1199","ATM",-9.68401612505581,1.14904975764467
"1200","BHLHE41",-10.0552577034332,1.74425615418253
"1201","HIF1A",-10.0677415497259,1.08119278072568
"1202","EDN1",-10.4597999526722,1.45275075794835
"1203","NPC1L1",-11.6027542511771,1.49436373454882
"1204","CFLAR",-13.1036010658184,1.2601559289017
"1205","LRP5",-15.4528930970943,0.907991859967012
"1206","ADAR",-17.2388083843476,1.3192503577102
"1207","BGN",-20.6927530379515,1.30499619114591
"1208","CNP",-20.8997089482952,1.16933842437629
"1209","ACSL4",-41.4976148110524,1.2808382766057
"1210","DNAJA1",-58.8457991275487,1.04384922352942
"1211","IRF7",-91.3852838215783,1.15367275895418
"1212","PIK3R3",-103.653737810948,0.803333275729651
"1213","PTHLH",-113.310863169749,1.49445157601094
"1214","ATP7B",-130.528097101452,0.948514002577963
"1215","ALDH3A2",-140.257542871452,1.14237171610902
